# Text export 
# created by voodoo camera tracker - www.digilab.uni-hannover.de
# Creation date: Mon Jun 17 13:29:42 2019
# The camera (one line per frame) 
#
# Description of the CAHV camera model:
# -------------
# (Cx, Cy, Cz)    : CameraPosition [mm]
# (Ax, Ay, Az)    : RotationAxis2  [unit vector]
# (Hx, Hy, Hz)    : RotationAxis0 [pel] (including FocalLength, PixelSizeX, and Principal Point offset) 
# (Vx, Vy, Vz)    : RotationAxis1 [pel] (including FocalLength, PixelSizeY, and Principal Point offset) 
# (K3, K5)        : Radialdistortion;	K3 [1/(mm)^2]	K5 [1/(mm)^4]
# (sx, sy)        : PixelSize	[mm/pel]
# (Width, Height) : ImageSize	[pel]
# -------------
# (ppx, ppy)      : Principal Point offset [pel]
# f               : Focal Length [mm]
# fov             : Horizontal Field of View [degree] = (2*atan(0.5*Width*sx/f)*180/PI;
# (H0x, H0y, H0z) : RotationAxis0 [unit vector]
# (V0x, V0y, V0z) : RotationAxis1 [unit vector]
# -------------
# (x, y)          : image coordinates [pel]
# (X, Y, Z)       : 3D coordinates [mm]
# -------------
# Projection of 3D coordinates in the camera image:
#  [ x' ] =  [ Hx Hy Hz ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [ Vx Vy Vz ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [ Ax Ay Az ] [ 0 0 1 -Cz] [ Z ]
#                                      [ 1 ]
# or 
#  [ x' ] =  [f/sx 0    ppx] [ H0x H0y H0z ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [0    f/sy ppy] [ V0x V0y V0z ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [0    0    1  ] [ Ax  Ay  Az  ] [ 0 0 1 -Cz] [ Z ]
#                                                         [ 1 ]
# then x = x'/z' and y = y'/z' , if the origin of the image coordinates is in the center of the image
# or x = x'/z' + 0.5*(Width-1) and y = y'/z' + 0.5*(Height-1) , if the origin of the image coordinates is in the upper left corner
# -------------
# Cx Cy Cz Ax Ay Az Hx Hy Hz Vx Vy Vz K3 K5 sx sy Width Height ppx ppy f fov H0x H0y H0z V0x V0y V0z
#
#timeindex 1
-0.1925183593	0.1785632101	-1.2348276858	0.0039344473	-0.0138114695	0.9998968764	1966.2046266979	-2.9666282178	-7.7777040191	3.2786600645	2097.1012966089	28.9541367772	0.0000000000	0.0000000000	0.0106666667	0.0100000000	1280	720	-0.0000000000	0.0000000000	20.9730373096	36.0598561778	0.9999910381	-0.0015087960	-0.0039556586	0.0015632738	0.9999034788	0.0138054095	
#timeindex 2
-0.2314408117	0.1773127527	-1.1077107036	0.0054971077	-0.0148634159	0.9998744225	1966.1901626461	-2.8964204076	-10.8527726055	3.2611903528	2097.0697729836	31.1556056418	0.0000000000	0.0000000000	0.0106666667	0.0100000000	1280	720	0.0000000000	-0.0000000000	20.9730373096	36.0598561778	0.9999836818	-0.0014730890	-0.0055196062	0.0015549442	0.9998884482	0.0148550757	
#timeindex 3
-0.2751561820	0.1726382878	-0.9702029159	0.0046350408	-0.0192080413	0.9998047647	1966.1976557735	3.8689746912	-9.0408559681	-3.9408663426	2096.9127353130	40.3037211856	0.0000000000	0.0000000000	0.0106666667	0.0100000000	1280	720	-0.0000000000	0.0000000000	20.9730373096	36.0598561778	0.9999874928	0.0019677199	-0.0045980845	-0.0018790156	0.9998135722	0.0192169215	
#timeindex 4
-0.3189840585	0.1635502414	-0.8270397509	0.0043488492	-0.0221804122	0.9997445258	1966.1262140901	17.6360745609	-8.1612960135	-18.6139179613	2096.7033725635	46.5985989696	0.0000000000	0.0000000000	0.0106666667	0.0100000000	1280	720	-0.0000000000	0.0000000000	20.9730373096	36.0598561778	0.9999511583	0.0089695224	-0.0041507495	-0.0088751656	0.9997137475	0.0222183360	
#timeindex 5
-0.3627742762	0.1525990517	-0.6833897673	0.0090904244	-0.0231400783	0.9996909027	1965.8387262989	34.8812053046	-17.0684302414	-36.7738227267	2096.4120001662	48.8605301650	0.0000000000	0.0000000000	0.0106666667	0.0100000000	1280	720	0.0000000000	0.0000000000	20.9730373096	36.0598561778	0.9998049450	0.0177402149	-0.0086808245	-0.0175338565	0.9995748204	0.0232968308	
#timeindex 6
-0.4094410989	0.1384487087	-0.5532134221	0.0138501514	-0.0242710134	0.9996094694	1965.3791078750	51.3782504005	-25.9839436047	-54.1093642422	2095.9695452334	51.6408950557	0.0000000000	0.0000000000	0.0106666667	0.0100000000	1280	720	0.0000000000	-0.0000000000	20.9730373096	36.0598561778	0.9995711879	0.0261304389	-0.0132151610	-0.0257994889	0.9993638567	0.0246225162	
#timeindex 7
